car_id,model,transmission,mileage,fuel_type,mpg,engine_size,year
1325, A4,Manual,53000,Diesel,74.3,2.0,2017
1326, A5,Manual,80242,Diesel,60.1,2.0,2013
1327, A1,Manual,29554,Diesel,80.7,1.6,2015
1328, A4,Manual,3601,Petrol,41.5,2.0,2019
1329, A4,Manual,28753,Diesel,68.9,2.0,2016
1330, A3,Semi-Auto,9545,Petrol,42.8,1.8,2015
1331, A1,Manual,22319,Petrol,67.3,1.0,2015
1332, Q7,Automatic,41633,Diesel,47.9,3.0,2015
1333, Q2,Manual,19530,Petrol,52.3,1.4,2017
1334, Q2,Manual,333,Petrol,47.1,1.0,2019
1335, A1,Manual,15665,Diesel,72.4,1.6,2017
1336, Q2,Manual,3657,Petrol,47.1,1.0,2019
1337, A3,Semi-Auto,35000,Diesel,62.8,2.0,2017
1338, A4,Automatic,1996,Petrol,39.2,2.0,2019
1339, Q3,Manual,29850,Diesel,61.4,2.0,2015
1340, A6,Semi-Auto,49458,Diesel,61.4,2.0,2016
1341, A4,Semi-Auto,19288,Diesel,61.4,2.0,2018
1342, A4,Semi-Auto,19300,Diesel,61.4,2.0,2018
1343, A4,Manual,41100,Diesel,74.3,2.0,2016
1344, Q3,Semi-Auto,21178,Petrol,47.9,1.4,2017
1345, A3,Manual,5423,Diesel,55.4,2.0,2019
1346, A1,Semi-Auto,23496,Diesel,70.6,1.6,2017
1347, Q3,Manual,1786,Diesel,42.8,2.0,2019
1348, A1,Semi-Auto,1500,Petrol,44.8,1.5,2020
1349, A6,Automatic,2000,Petrol,34.0,2.0,2019
1350, A4,Automatic,8000,Diesel,40.4,3.0,2019
1351, Q3,Manual,10855,Diesel,49.6,2.0,2016
1352, A5,Semi-Auto,32012,Diesel,56.5,2.0,2016
1353, A3,Semi-Auto,45618,Diesel,62.8,2.0,2013
1354, Q3,Manual,39882,Diesel,52.3,2.0,2016
1355, A5,Automatic,6541,Diesel,65.7,2.0,2018
1356, Q2,Manual,2970,Petrol,47.1,1.0,2019
1357, A6,Semi-Auto,39549,Diesel,64.2,2.0,2015
1358, A6,Semi-Auto,43565,Diesel,58.9,2.0,2016
1359, A6,Manual,31300,Diesel,61.4,2.0,2016
1360, A3,Manual,40321,Diesel,68.9,2.0,2015
1361, TT,Manual,21725,Petrol,47.9,2.0,2015
1362, A5,Semi-Auto,37978,Diesel,52.3,2.0,2016
1363, A1,Manual,4636,Petrol,50.4,1.0,2019
1364, TT,Automatic,6137,Petrol,40.4,2.0,2019
1365, A6,Automatic,6001,Diesel,47.9,2.0,2019
1366, Q3,Manual,2054,Diesel,42.8,2.0,2019
1367, A1,Manual,14946,Petrol,57.6,1.4,2016
1368, Q5,Automatic,4000,Diesel,34.5,3.0,2019
1369, A5,Semi-Auto,31286,Diesel,60.1,3.0,2017
1370, A4,Manual,15072,Petrol,52.3,1.4,2018
1371, A1,Automatic,3826,Petrol,47.1,1.0,2019
1372, A3,Automatic,3954,Petrol,56.5,1.5,2018
1373, Q3,Semi-Auto,25204,Diesel,51.4,2.0,2016
1374, Q2,Automatic,31952,Diesel,57.7,2.0,2017
1375, Q3,Semi-Auto,6249,Diesel,38.7,2.0,2019
1376, A1,Automatic,6262,Petrol,47.1,1.0,2019
1377, A1,Manual,18365,Petrol,39.8,2.0,2017
1378, Q2,Semi-Auto,21248,Diesel,68.9,1.6,2017
1379, A1,Manual,8300,Petrol,70.6,1.4,2018
1380, Q2,Manual,4519,Diesel,49.6,1.6,2019
1381, A3,Semi-Auto,27730,Diesel,62.8,2.0,2016
1382, A4,Semi-Auto,4235,Petrol,36.2,2.0,2020
1383, Q2,Semi-Auto,500,Petrol,42.2,1.5,2020
1384, Q2,Manual,4878,Petrol,47.1,1.0,2019
1385, A5,Automatic,43811,Diesel,58.9,2.0,2015
1386, Q3,Semi-Auto,14481,Petrol,31.7,2.0,2019
1387, A3,Automatic,15961,Petrol,41.5,1.5,2019
1388, A3,Semi-Auto,23194,Petrol,54.3,1.4,2016
1389, A7,Semi-Auto,27386,Diesel,61.4,3.0,2016
1390, RS3,Semi-Auto,17889,Petrol,34.0,2.5,2017
1391, A1,Manual,27209,Petrol,39.8,2.0,2017
1392, Q7,Semi-Auto,31022,Diesel,47.9,3.0,2016
1393, A6,Semi-Auto,40700,Diesel,64.2,2.0,2014
1394, A1,Manual,43440,Diesel,80.7,1.6,2015
1395, A1,Manual,30001,Petrol,56.5,1.4,2016
1396, A1,Manual,19523,Petrol,40.4,2.0,2015
1397, Q3,Manual,74381,Diesel,52.3,2.0,2016
1398, A3,Manual,68137,Diesel,65.7,2.0,2015
1399, A5,Semi-Auto,50903,Diesel,58.9,2.0,2016
1400, A4,Semi-Auto,39312,Diesel,67.3,2.0,2016
1401, A3,Manual,68468,Diesel,65.7,2.0,2017
1402, A6,Semi-Auto,49039,Diesel,50.4,3.0,2015
1403, A3,Manual,39537,Diesel,64.2,2.0,2016
1404, Q3,Semi-Auto,32516,Diesel,51.4,2.0,2017
1405, TT,Manual,31587,Diesel,60.1,2.0,2017
1406, A1,Manual,22328,Petrol,55.4,1.4,2016
1407, Q3,Semi-Auto,33015,Petrol,47.9,1.4,2016
1408, A3,Manual,73567,Diesel,83.1,1.6,2015
1409, A6,Manual,81517,Diesel,61.4,2.0,2016
1410, A4,Manual,77061,Diesel,67.3,2.0,2016
1411, A1,Manual,21396,Petrol,67.3,1.0,2015
1412, A5,Semi-Auto,35177,Diesel,58.9,2.0,2015
1413, A1,Manual,36910,Petrol,67.3,1.0,2015
1414, A4,Manual,77976,Diesel,74.3,2.0,2016
1415, A4,Manual,85793,Diesel,67.3,2.0,2016
1416, A4,Manual,32379,Diesel,74.3,2.0,2016
1417, A4,Manual,55036,Diesel,58.9,2.0,2015
1418, A3,Manual,45000,Diesel,72.4,1.6,2015
1419, A5,Semi-Auto,66500,Diesel,58.9,2.0,2015
1420, A4,Manual,72816,Diesel,74.3,2.0,2017
1421, A6,Automatic,91593,Diesel,67.3,2.0,2015
1422, TT,Manual,60362,Diesel,62.8,2.0,2015
1423, Q5,Semi-Auto,13218,Petrol,40.4,2.0,2018
1424, TT,Manual,22688,Petrol,47.1,1.8,2016
1425, Q5,Semi-Auto,37624,Petrol,34.0,3.0,2017
1426, A1,Manual,39502,Petrol,58.9,1.4,2015
1427, Q3,Semi-Auto,30319,Diesel,51.4,2.0,2016
1428, A4,Manual,17047,Petrol,53.3,1.4,2018
1429, Q3,Manual,26308,Diesel,56.5,2.0,2015
1430, A5,Semi-Auto,85,Petrol,40.4,2.0,2019
1431, A4,Manual,51559,Diesel,70.6,2.0,2016
1432, A1,Manual,23081,Petrol,67.3,1.0,2015
1433, A5,Semi-Auto,7355,Petrol,35.8,3.0,2016
1434, A3,Semi-Auto,43793,Diesel,61.4,2.0,2015
1435, A6,Semi-Auto,35786,Diesel,64.2,2.0,2017
1436, Q5,Manual,46573,Petrol,37.7,2.0,2014
1437, A4,Semi-Auto,37188,Diesel,72.4,2.0,2016
1438, A4,Semi-Auto,70500,Diesel,72.4,2.0,2017
1439, A6,Semi-Auto,46206,Diesel,55.4,3.0,2013
1440, Q3,Manual,64842,Diesel,49.6,2.0,2016
1441, Q3,Semi-Auto,26856,Diesel,55.4,2.0,2017
1442, A3,Manual,44573,Diesel,67.3,2.0,2017
1443, A3,Manual,13490,Petrol,54.3,1.5,2017
1444, Q3,Manual,55259,Diesel,60.1,2.0,2015
1445, TT,Manual,13506,Petrol,47.1,1.8,2017
1446, A6,Manual,52037,Diesel,57.6,2.0,2014
1447, A5,Manual,59773,Diesel,60.1,2.0,2013
1448, A1,Manual,40170,Petrol,57.6,1.4,2015
1449, A5,Semi-Auto,27792,Diesel,65.7,2.0,2017
1450, A6,Semi-Auto,57365,Diesel,64.2,2.0,2016
1451, A4,Manual,39824,Diesel,70.6,2.0,2016
1452, Q3,Semi-Auto,74392,Petrol,47.9,1.4,2016
1453, A3,Semi-Auto,41225,Diesel,61.4,2.0,2017
1454, Q2,Semi-Auto,10253,Petrol,52.3,1.4,2017
1455, A6,Semi-Auto,54928,Diesel,56.5,3.0,2016
1456, Q7,Semi-Auto,67181,Diesel,47.9,3.0,2016
1457, A3,Semi-Auto,5322,Petrol,58.9,1.4,2015
1458, A3,Manual,31226,Petrol,57.6,1.4,2016
1459, Q3,Semi-Auto,30738,Petrol,47.9,1.4,2016
1460, Q5,Manual,42180,Diesel,47.9,2.0,2015
1461, Q5,Manual,20274,Diesel,47.9,2.0,2015
1462, A1,Manual,41015,Petrol,67.3,1.0,2015
1463, A3,Manual,50573,Petrol,60.1,1.4,2014
1464, Q3,Manual,15982,Diesel,60.1,2.0,2016
1465, A6,Semi-Auto,21789,Diesel,61.4,2.0,2017
1466, TT,Manual,44069,Diesel,62.8,2.0,2016
1467, Q2,Manual,6612,Diesel,49.6,1.6,2019
1468, A3,Manual,22710,Diesel,68.9,1.6,2018
1469, A6,Semi-Auto,5894,Diesel,56.5,2.0,2018
1470, Q5,Semi-Auto,58767,Diesel,47.1,2.0,2016
1471, Q5,Semi-Auto,66000,Diesel,42.8,3.0,2015
1472, Q3,Semi-Auto,24190,Diesel,55.4,2.0,2017
1473, Q7,Semi-Auto,35800,Diesel,39.2,4.0,2018
1474, A3,Manual,40000,Diesel,74.3,1.6,2017
1475, A5,Automatic,28000,Diesel,67.3,2.0,2017
1476, Q5,Semi-Auto,21000,Diesel,56.5,2.0,2018
1477, Q3,Manual,31000,Diesel,60.1,2.0,2016
1478, A4,Manual,62140,Diesel,64.2,2.0,2017
1479, Q2,Semi-Auto,156,Diesel,46.3,2.0,2019
1480, A1,Manual,8396,Petrol,50.4,1.0,2019
1481, Q3,Semi-Auto,23340,Petrol,36.7,2.0,2014
1482, Q3,Manual,19331,Diesel,57.7,2.0,2017
1483, Q5,Semi-Auto,10,Petrol,32.1,2.0,2019
1484, Q3,Manual,32914,Diesel,52.3,2.0,2015
1485, Q3,Manual,41910,Diesel,52.3,2.0,2016
1486, A3,Semi-Auto,27430,Petrol,56.5,1.4,2017
1487, A6,Semi-Auto,62000,Diesel,61.4,2.0,2016
1488, Q5,Manual,29049,Diesel,47.9,2.0,2016
1489, Q2,Semi-Auto,14974,Diesel,68.9,1.6,2018
1490, A4,Manual,30795,Petrol,51.4,1.4,2017
1491, A3,Manual,41049,Diesel,65.7,2.0,2016
1492, A3,Manual,29709,Petrol,60.1,1.4,2016
1493, Q5,Semi-Auto,21,Petrol,32.1,2.0,2019
1494, Q5,Semi-Auto,28,Petrol,33.2,2.0,2019
1495, Q3,Manual,43734,Diesel,52.3,2.0,2015
1496, Q5,Semi-Auto,42167,Diesel,42.2,3.0,2016
1497, A3,Manual,19048,Petrol,60.1,1.0,2016
1498, A5,Semi-Auto,65483,Diesel,56.5,2.0,2016
1499, A6,Semi-Auto,21343,Diesel,50.4,2.0,2019
1500, A4,Manual,20356,Petrol,51.4,1.4,2018
1501, Q3,Manual,17067,Petrol,49.6,1.4,2016
1502, A3,Manual,26022,Diesel,70.6,1.6,2017
1503, A3,Manual,17666,Petrol,60.1,1.4,2017
1504, A3,Semi-Auto,13344,Petrol,56.5,1.5,2017
1505, A4,Manual,32997,Diesel,67.3,2.0,2017
1506, A1,Manual,23718,Petrol,56.5,1.4,2016
1507, A6,Semi-Auto,57525,Diesel,44.8,3.0,2014
1508, Q5,Semi-Auto,43309,Diesel,47.1,2.0,2013
1509, A4,Manual,23669,Petrol,52.3,1.4,2018
1510, Q3,Manual,31649,Diesel,60.1,2.0,2016
1511, A3,Manual,15056,Petrol,53.3,1.4,2016
1512, Q2,Manual,4667,Diesel,49.6,1.6,2019
1513, A4,Manual,12000,Diesel,70.6,2.0,2017
1514, Q2,Semi-Auto,11489,Petrol,52.3,1.4,2018
1515, Q2,Manual,7801,Diesel,46.3,1.6,2019
1516, A1,Manual,4467,Petrol,46.3,1.5,2019
1517, A5,Semi-Auto,43605,Petrol,34.9,3.0,2014
1518, Q3,Manual,69884,Diesel,54.3,2.0,2013
1519, Q3,Manual,27428,Diesel,56.5,2.0,2017
1520, A1,Manual,42391,Diesel,76.3,1.6,2016
1521, A3,Semi-Auto,32002,Diesel,61.4,2.0,2016
1522, Q2,Manual,24654,Diesel,64.2,1.6,2017
1523, A3,Manual,31952,Diesel,83.1,1.6,2016
1524, A6,Manual,38431,Diesel,61.4,2.0,2015
1525, Q5,Manual,34189,Diesel,47.9,2.0,2016
1526, A4,Manual,57161,Diesel,70.6,2.0,2017
1527, A4,Manual,46147,Diesel,70.6,2.0,2017
1528, A1,Manual,48889,Diesel,76.3,1.6,2016
1529, A6,Manual,80050,Diesel,57.6,2.0,2014
1530, A1,Manual,22225,Petrol,56.5,1.4,2016
1531, RS3,Semi-Auto,28083,Petrol,34.9,2.5,2016
1532, Q3,Semi-Auto,19000,Petrol,45.6,1.4,2018
1533, Q2,Semi-Auto,6837,Diesel,47.9,1.6,2019
1534, Q3,Semi-Auto,24020,Petrol,47.9,1.4,2016
1535, A8,Semi-Auto,32066,Petrol,30.1,4.0,2017
1536, Q3,Manual,25647,Diesel,62.8,2.0,2016
1537, Q7,Semi-Auto,10342,Diesel,33.2,3.0,2019
1538, Q3,Manual,27632,Petrol,50.4,1.4,2015
1539, A6,Manual,35421,Diesel,64.2,2.0,2016
1540, Q3,Manual,38578,Petrol,49.6,1.4,2016
1541, Q2,Manual,4462,Diesel,49.6,1.6,2019
1542, A1,Semi-Auto,5304,Petrol,40.9,2.0,2019
1543, Q2,Manual,3505,Petrol,47.1,1.0,2019
1544, Q7,Semi-Auto,30262,Diesel,39.2,4.0,2017
1545, Q2,Manual,10044,Petrol,52.3,1.4,2017
1546, Q7,Automatic,4000,Diesel,33.2,3.0,2019
1547, Q2,Manual,3047,Diesel,49.6,1.6,2019
1548, Q3,Semi-Auto,23166,Petrol,47.9,1.4,2017
1549, A4,Manual,17450,Diesel,67.3,2.0,2017
1550, Q3,Manual,30949,Diesel,61.4,2.0,2017
1551, A1,Manual,34003,Petrol,67.3,1.0,2017
1552, A4,Manual,30578,Diesel,74.3,2.0,2016
1553, Q3,Manual,28129,Diesel,60.1,2.0,2015
1554, A4,Semi-Auto,51875,Diesel,70.6,2.0,2017
1555, A3,Manual,33279,Petrol,60.1,1.4,2016
1556, Q3,Semi-Auto,31695,Diesel,51.4,2.0,2015
1557, Q2,Manual,12300,Petrol,52.3,1.4,2017
1558, A4,Manual,21541,Diesel,74.3,2.0,2017
1559, Q2,Semi-Auto,10200,Petrol,52.3,1.4,2018
1560, A3,Manual,5843,Diesel,55.4,2.0,2019
1561, Q3,Semi-Auto,23800,Petrol,48.7,1.4,2018
1562, A6,Semi-Auto,21000,Diesel,64.2,2.0,2018
1563, Q3,Manual,1500,Diesel,42.8,2.0,2019
1564, Q3,Manual,1500,Diesel,42.8,2.0,2019
1565, Q3,Manual,1500,Diesel,42.8,2.0,2019
1566, Q2,Manual,5000,Petrol,47.1,1.0,2019
1567, Q5,Semi-Auto,5000,Diesel,36.2,2.0,2019
1568, Q3,Semi-Auto,30245,Diesel,50.4,2.0,2016
1569, A3,Semi-Auto,28307,Diesel,72.4,1.6,2016
1570, Q5,Manual,60173,Diesel,47.9,2.0,2014
1571, A3,Manual,30126,Diesel,68.9,2.0,2014
1572, A7,Semi-Auto,42687,Diesel,54.3,3.0,2015
1573, A6,Semi-Auto,8567,Diesel,36.2,3.0,2019
1574, A1,Manual,16252,Petrol,55.4,1.4,2017
1575, A1,Manual,36478,Petrol,52.3,1.4,2014
1576, TT,Manual,25414,Petrol,47.9,2.0,2014
1577, A3,Manual,45009,Diesel,67.3,2.0,2015
1578, A3,Manual,41442,Petrol,53.3,1.4,2013
1579, Q5,Semi-Auto,75960,Diesel,42.8,3.0,2015
1580, Q3,Manual,61278,Diesel,54.3,2.0,2013
1581, A5,Automatic,1500,Petrol,39.8,2.0,2019
1582, A5,Automatic,1500,Petrol,39.8,2.0,2019
1583, Q3,Automatic,4000,Diesel,47.1,2.0,2019
1584, A5,Automatic,5335,Petrol,39.8,2.0,2019
1585, Q7,Automatic,10500,Diesel,32.1,3.0,2019
1586, Q3,Semi-Auto,24000,Petrol,40.4,2.0,2015
1587, Q7,Automatic,7650,Diesel,32.8,3.0,2018
1588, A1,Manual,16327,Petrol,56.5,1.4,2016
1589, Q3,Semi-Auto,42583,Diesel,51.4,2.0,2016
1590, Q2,Manual,18323,Petrol,50.4,1.4,2018
1591, Q7,Semi-Auto,14727,Diesel,48.7,3.0,2016
1592, A6,Semi-Auto,50687,Diesel,56.5,2.0,2016
1593, Q2,Semi-Auto,14575,Petrol,54.3,1.4,2017
1594, A1,Manual,22148,Petrol,40.4,2.0,2015
1595, A1,Manual,13059,Petrol,50.4,1.0,2019
1596, Q3,Manual,18419,Petrol,50.4,1.4,2016
1597, A6,Semi-Auto,38952,Diesel,57.6,2.0,2015
1598, A6,Semi-Auto,26157,Diesel,56.5,3.0,2016
1599, Q5,Semi-Auto,21017,Petrol,34.0,3.0,2018
1600, Q3,Semi-Auto,1845,Petrol,31.4,2.0,2019
1601, A1,Manual,4000,Petrol,47.9,1.0,2020
1602, Q2,Manual,1500,Petrol,47.1,1.0,2019
1603, Q5,Manual,23314,Petrol,37.2,2.0,2016
1604, A3,Semi-Auto,18478,Petrol,43.5,2.0,2018
1605, A5,Manual,37026,Petrol,49.6,1.8,2015
1606, TT,Manual,22688,Petrol,47.1,1.8,2016
1607, A3,Semi-Auto,28151,Petrol,43.5,2.0,2017
1608, Q5,Semi-Auto,37624,Petrol,34.0,3.0,2017
1609, A6,Semi-Auto,9452,Petrol,47.9,1.8,2018
1610, Q3,Semi-Auto,41887,Diesel,55.4,2.0,2017
1611, Q7,Automatic,16725,Diesel,32.8,3.0,2018
1612, A6,Manual,44219,Diesel,62.8,2.0,2014
1613, A5,Semi-Auto,46512,Petrol,35.8,3.0,2016
1614, A1,Manual,43512,Petrol,56.5,1.4,2015
1615, A5,Semi-Auto,23572,Diesel,70.6,2.0,2017
1616, Q3,Manual,25719,Diesel,49.6,2.0,2015
1617, A6,Semi-Auto,32951,Diesel,58.9,2.0,2016
1618, Q2,Manual,10556,Petrol,42.8,1.5,2019
1619, A6,Semi-Auto,29067,Diesel,61.4,2.0,2016
1620, A1,Manual,26300,Diesel,80.7,1.6,2015
1621, A1,Semi-Auto,3500,Petrol,44.8,1.5,2020
1622, A1,Semi-Auto,402,Petrol,44.8,1.5,2020
1623, A3,Manual,58867,Petrol,53.3,1.4,2013
1624, A4,Manual,33303,Diesel,72.4,2.0,2016
1625, A1,Manual,29819,Petrol,67.3,1.0,2016
1626, Q5,Semi-Auto,35520,Diesel,41.5,3.0,2015
1627, Q5,Manual,55292,Diesel,47.9,2.0,2014
1628, A4,Manual,30266,Petrol,53.3,1.4,2017
1629, Q3,Manual,22465,Diesel,56.5,2.0,2018
1630, A3,Manual,18541,Petrol,60.1,1.4,2017
1631, Q2,Semi-Auto,37125,Petrol,52.3,1.4,2017
1632, Q2,Semi-Auto,18258,Petrol,52.3,1.4,2018
1633, A1,Manual,16438,Petrol,57.6,1.4,2017
1634, Q5,Manual,51962,Diesel,47.9,2.0,2015
1635, A1,Manual,26811,Petrol,58.9,1.4,2015
1636, A5,Manual,68996,Diesel,64.2,2.0,2017
1637, Q5,Semi-Auto,46843,Diesel,42.2,3.0,2016
1638, A6,Manual,62668,Diesel,61.4,2.0,2016
1639, TT,Manual,33000,Petrol,46.3,2.0,2016
1640, TT,Manual,40601,Diesel,61.4,2.0,2016
1641, A6,Semi-Auto,43000,Diesel,61.4,2.0,2017
1642, A3,Manual,23694,Petrol,60.1,1.4,2017
1643, A3,Manual,21130,Diesel,65.7,2.0,2017
1644, Q5,Automatic,6000,Diesel,34.5,3.0,2019
1645, A1,Automatic,4000,Petrol,46.3,1.0,2019
1646, Q3,Semi-Auto,6500,Diesel,48.7,2.0,2019
1647, R8,Semi-Auto,4000,Petrol,21.4,5.2,2019
1648, A1,Semi-Auto,4000,Petrol,44.8,1.5,2020
1649, Q5,Semi-Auto,3500,Hybrid,117.7,2.0,2020
1650, Q2,Manual,7898,Petrol,52.3,1.4,2017
1651, A1,Manual,1500,Petrol,48.7,1.0,2020
1652, Q2,Manual,4653,Petrol,50.4,1.4,2017
1653, Q2,Manual,18365,Petrol,52.3,1.4,2017
1654, A3,Semi-Auto,45300,Diesel,58.9,2.0,2015
1655, Q3,Manual,20250,Diesel,54.3,2.0,2017
1656, A3,Semi-Auto,25335,Petrol,56.5,1.4,2017
1657, A6,Automatic,22631,Diesel,50.4,3.0,2017
1658, Q3,Semi-Auto,56601,Diesel,47.9,2.0,2014
1659, A5,Manual,50124,Diesel,61.4,2.0,2013
1660, Q3,Manual,26782,Petrol,38.7,2.0,2014
1661, Q3,Manual,38430,Diesel,56.5,2.0,2015
1662, Q2,Manual,8642,Petrol,50.4,1.4,2017
1663, A4,Semi-Auto,12482,Petrol,38.2,2.0,2019
1664, A4,Semi-Auto,9880,Petrol,38.2,2.0,2019
1665, A4,Manual,4734,Petrol,52.3,1.4,2017
1666, A4,Manual,34581,Diesel,67.3,2.0,2016
1667, A4,Manual,13798,Petrol,51.4,1.4,2018
1668, A6,Semi-Auto,31232,Diesel,58.9,2.0,2017
1669, Q3,Manual,20110,Petrol,51.4,1.4,2017
1670, Q5,Manual,39056,Diesel,47.9,2.0,2015
1671, Q3,Manual,36964,Diesel,61.4,2.0,2015
1672, A4,Manual,72011,Diesel,64.2,2.0,2013
1673, A6,Semi-Auto,12623,Diesel,64.2,2.0,2017
1674, A5,Semi-Auto,29668,Petrol,45.6,2.0,2017
1675, Q3,Semi-Auto,26540,Petrol,40.4,2.0,2015
1676, A4,Manual,67054,Diesel,61.4,2.0,2014
1677, A4,Semi-Auto,51000,Diesel,53.3,2.0,2013
1678, A1,Manual,43000,Petrol,67.3,1.0,2016
1679, A3,Manual,66088,Diesel,67.3,2.0,2015
1680, A1,Manual,58223,Petrol,39.8,2.0,2015
1681, A8,Automatic,35361,Diesel,48.7,3.0,2015
1682, A4,Manual,25276,Diesel,67.3,2.0,2016
1683, A4,Semi-Auto,13000,Diesel,62.8,2.0,2017
1684, A4,Automatic,22467,Petrol,50.4,2.0,2017
1685, A4,Semi-Auto,9461,Diesel,47.9,2.0,2019
1686, A3,Semi-Auto,12930,Petrol,42.2,1.5,2019
1687, A6,Semi-Auto,774,Diesel,39.8,3.0,2019
1688, A6,Semi-Auto,39507,Diesel,50.4,3.0,2016
1689, A1,Manual,52539,Petrol,55.4,1.4,2015
1690, A1,Manual,56884,Petrol,52.3,1.4,2013
1691, TT,Manual,22883,Petrol,46.3,1.8,2016
1692, A4,Manual,24523,Diesel,67.3,2.0,2017
1693, Q3,Manual,22195,Petrol,49.6,1.4,2017
1694, A4,Manual,13972,Petrol,52.3,1.4,2018
1695, Q3,Manual,29602,Diesel,52.3,2.0,2016
1696, Q5,Semi-Auto,48603,Diesel,47.1,2.0,2015
1697, A4,Manual,12882,Petrol,52.3,1.4,2017
1698, Q5,Semi-Auto,65145,Diesel,42.2,3.0,2017
1699, Q5,Semi-Auto,35,Petrol,32.1,2.0,2019
1700, A4,Manual,19934,Petrol,52.3,1.4,2018
1701, Q2,Manual,5624,Petrol,43.5,1.5,2019
1702, TT,Automatic,4550,Petrol,37.2,2.0,2019
1703, A6,Semi-Auto,44887,Diesel,64.2,2.0,2016
1704, Q3,Semi-Auto,1856,Diesel,45.6,2.0,2019
1705, Q3,Semi-Auto,30837,Diesel,50.4,2.0,2015
1706, A6,Semi-Auto,32383,Diesel,61.4,2.0,2018
1707, Q5,Semi-Auto,32424,Diesel,47.1,2.0,2015
1708, A4,Manual,21177,Petrol,51.4,1.4,2017
1709, A3,Manual,38000,Petrol,60.1,1.4,2017
1710, A3,Automatic,26600,Petrol,60.1,1.4,2014
1711, A3,Semi-Auto,9975,Petrol,47.9,2.0,2017
1712, A3,Manual,68294,Diesel,74.3,1.6,2016
1713, Q3,Manual,29744,Diesel,61.4,2.0,2016
1714, TT,Manual,41319,Diesel,67.3,2.0,2015
1715, A6,Semi-Auto,29738,Diesel,61.4,2.0,2016
1716, A3,Manual,67959,Diesel,74.3,1.6,2016
1717, Q3,Semi-Auto,17013,Petrol,47.9,1.4,2017
1718, A1,Semi-Auto,58573,Petrol,53.3,1.4,2013
1719, A6,Semi-Auto,54813,Diesel,64.2,2.0,2016
1720, A4,Manual,14290,Petrol,51.4,1.4,2017
1721, A4,Manual,20298,Petrol,51.4,1.4,2018
1722, A6,Semi-Auto,38967,Diesel,58.9,2.0,2015
1723, A1,Manual,39021,Petrol,55.4,1.4,2016
1724, A6,Semi-Auto,57842,Diesel,61.4,2.0,2014
1725, A4,Automatic,45582,Petrol,40.4,2.0,2013
1726, Q2,Manual,16047,Petrol,47.1,1.0,2019
1727, A5,Manual,44980,Diesel,55.4,2.0,2014
1728, A5,Manual,41667,Petrol,48.7,1.8,2015
1729, Q5,Semi-Auto,24441,Diesel,48.7,3.0,2018
1730, A6,Manual,68180,Diesel,62.8,2.0,2014
1731, A4,Manual,30090,Petrol,53.3,1.4,2016
1732, A5,Manual,17272,Diesel,57.6,2.0,2016
1733, A6,Semi-Auto,53832,Diesel,61.4,2.0,2016
1734, A4,Semi-Auto,47791,Diesel,72.4,2.0,2016
1735, A6,Semi-Auto,30451,Diesel,47.1,3.0,2016
1736, A5,Semi-Auto,14991,Diesel,50.4,2.0,2016
1737, A4,Manual,32512,Diesel,67.3,2.0,2017
1738, A4,Manual,47350,Diesel,70.6,2.0,2016
1739, A3,Manual,53664,Petrol,57.6,1.2,2014
1740, A3,Manual,37123,Diesel,72.4,1.6,2016
1741, A5,Semi-Auto,41781,Diesel,58.9,2.0,2015
1742, A4,Manual,34870,Petrol,51.4,1.4,2017
1743, A7,Semi-Auto,40473,Diesel,44.8,3.0,2014
1744, A4,Semi-Auto,16473,Petrol,49.6,1.4,2018
1745, A3,Automatic,3690,Petrol,44.8,1.5,2019
1746, A3,Manual,6161,Diesel,56.5,2.0,2019
1747, Q7,Semi-Auto,52793,Diesel,47.9,3.0,2016
1748, Q5,Semi-Auto,15,Petrol,32.1,2.0,2019
1749, A3,Semi-Auto,20239,Diesel,56.5,2.0,2017
1750, Q5,Semi-Auto,74,Petrol,33.2,2.0,2019
1751, A7,Semi-Auto,30150,Diesel,62.8,3.0,2017
1752, A3,Manual,56457,Diesel,67.3,2.0,2016
1753, A4,Manual,41443,Diesel,67.3,2.0,2016
1754, A4,Semi-Auto,10533,Petrol,49.6,1.4,2017
1755, A4,Semi-Auto,13611,Petrol,50.4,1.4,2017
1756, A6,Semi-Auto,15559,Diesel,56.5,2.0,2016
1757, Q2,Manual,18882,Petrol,55.4,1.0,2017
1758, Q3,Manual,18698,Petrol,49.6,1.4,2017
1759, A3,Manual,16837,Petrol,60.1,1.4,2016
1760, A1,Manual,2903,Petrol,51.4,1.0,2019
1761, Q2,Semi-Auto,18745,Petrol,52.3,1.4,2017
1762, A1,Semi-Auto,4454,Petrol,40.9,2.0,2019
1763, A1,Semi-Auto,6295,Petrol,40.9,2.0,2019
1764, A6,Semi-Auto,22456,Diesel,61.4,2.0,2017
1765, A4,Manual,25922,Petrol,50.4,1.4,2018
1766, Q3,Manual,23960,Diesel,52.3,2.0,2015
1767, A4,Semi-Auto,11040,Petrol,49.6,1.4,2018
1768, A4,Semi-Auto,15987,Petrol,50.4,1.4,2018
1769, A3,Manual,12396,Petrol,60.1,1.0,2017
1770, A3,Manual,51870,Petrol,62.8,1.4,2017
1771, A1,Manual,28790,Petrol,67.3,1.0,2016
1772, A6,Manual,47000,Diesel,65.7,2.0,2017
1773, A6,Manual,37300,Diesel,65.7,2.0,2015
1774, Q3,Manual,18972,Diesel,56.5,2.0,2017
